lat,lon,area_code,type_of_area,type_of_area_pred_rf,type_of_area_pred_cboost,type_of_area_pred_lgbm,type_of_area_pred_voting
24.3134,109.4958,openaq_10040,unknown,suburban,suburban,rural,suburban
51.947935,14.724985,openaq_60174,unknown,suburban,suburban,suburban,suburban
51.125,12.493056,openaq_4501,unknown,urban,urban,urban,urban
36.0658,120.4134,openaq_10250,unknown,urban,urban,urban,urban
-22.44283906304,-68.932546346863,openaq_364,unknown,suburban,suburban,suburban,suburban
25.560083,87.553265,openaq_270720,unknown,urban,urban,urban,urban
-30.20803,30.78202,openaq_225535,unknown,suburban,suburban,rural,suburban
47.6505835144072,13.2333519449499,openaq_2747,unknown,rural,rural,rural,rural
-26.523518,29.189015,openaq_225438,unknown,suburban,suburban,suburban,suburban
32.81101,34.998101,openaq_11461,unknown,urban,urban,urban,urban
46.578731,-116.708958,openaq_8641,unknown,rural,rural,rural,rural
37.8951260778657,32.4486709758639,openaq_368961,unknown,urban,urban,urban,urban
18.9936162,72.8128113,openaq_6959,unknown,urban,urban,urban,urban
37.76722222222222,140.4477777777778,jp07201200,unknown,urban,urban,urban,urban
35.9454,104.1373,openaq_6313,unknown,rural,rural,rural,rural
47.01667,-70.8,051601,unknown,rural,rural,rural,rural
35.166111,-114.566111,openaq_614,unknown,rural,rural,suburban,suburban
39.5689,-104.9572,openaq_965,unknown,suburban,suburban,suburban,suburban
54.398594,-126.646833,105101,unknown,suburban,suburban,rural,rural
53.969714,14.776139,openaq_270785,unknown,urban,urban,urban,urban
19.260305555556,-99.645722222222,openaq_9507,unknown,urban,urban,urban,urban
34.669589,-118.130689,openaq_1310,unknown,urban,urban,urban,urban
44.3266639694633,23.77862167,openaq_9367,unknown,urban,urban,urban,urban
25.204762,85.51496,openaq_229985,unknown,urban,urban,urban,urban
14.683085094818,100.87513981078,openaq_2377,unknown,suburban,suburban,suburban,suburban
31.1986,107.5082,openaq_9602,unknown,urban,urban,urban,urban
33.29015,-112.159874,openaq_1763,unknown,rural,rural,rural,rural
38.25111111111111,140.88111111111112,jp04201560,unknown,urban,urban,urban,urban
43.952579,-69.694212,23-015-0002,unknown,rural,rural,rural,rural
33.342201,-81.788597,openaq_1099,unknown,suburban,rural,suburban,rural
24.5183,114.6622,3216A,unknown,rural,rural,rural,rural
34.615299,-80.198898,openaq_1832,unknown,rural,rural,rural,rural
31.560078,74.33589,openaq_8664,unknown,urban,urban,urban,urban
41.75487,-86.11009,openaq_829,unknown,suburban,suburban,suburban,suburban
40.5405599994694,-3.64472,openaq_4241,unknown,urban,urban,urban,urban
25.675833333333,-100.33833333333,openaq_8059,unknown,urban,urban,suburban,urban
41.9767,-91.6878,openaq_894,unknown,urban,urban,urban,urban
40.18611111111111,141.7588888888889,jp03207010,unknown,rural,suburban,suburban,suburban
26.215555555555557,127.68527777777778,jp47201580,unknown,urban,urban,urban,urban
40.866225,-96.137447,openaq_8901,unknown,rural,rural,suburban,rural
-34.0666667,150.7952778,openaq_304,unknown,suburban,suburban,suburban,suburban
34.486666666666665,135.51222222222222,jp27201090,unknown,urban,urban,urban,urban
35.419999999999995,139.64805555555554,jp14104020,unknown,urban,urban,urban,urban
4.73725,-74.0694444444444,openaq_268068,unknown,urban,urban,urban,urban
33.1575,130.4163888888889,jp40563010,unknown,suburban,suburban,suburban,suburban
41.782777777777774,140.7675,jp01202570,unknown,urban,urban,urban,urban
36.1144,-83.6014,openaq_8704,unknown,rural,rural,rural,rural
43.1008,-89.3572,openaq_1601,unknown,urban,suburban,urban,urban
34.03361111111111,134.50916666666666,jp36201110,unknown,urban,urban,urban,urban
42.830000000000005,141.6725,jp01224010,unknown,urban,urban,urban,urban
46.2589166666667,102.789222222222,openaq_6390,unknown,suburban,suburban,suburban,suburban
48.61667,-93.4,064501,unknown,suburban,urban,urban,urban
50.018425,-125.24844,102801,unknown,urban,urban,suburban,urban
22.735,108.3275,openaq_9450,unknown,urban,urban,urban,urban
24.382942,120.758833,openaq_3849,unknown,suburban,suburban,rural,suburban
28.83526,78.7446,openaq_270771,unknown,urban,urban,urban,urban
35.377,-119.044028,openaq_269725,unknown,urban,urban,urban,urban
24.952822,84.002396,openaq_270703,unknown,urban,urban,urban,urban
46.49528,11.34028,openaq_7655,unknown,urban,urban,urban,urban
35.5307,106.7021,openaq_10031,unknown,urban,urban,urban,urban
27.19412,77.96237,openaq_227931,unknown,urban,urban,urban,urban
32.877583,-111.852219,openaq_7864,unknown,rural,rural,rural,rural
21.118055555556,-101.60216666667,openaq_9627,unknown,urban,urban,urban,urban
26.470859,74.646594,openaq_10545,unknown,urban,urban,urban,urban
32.06999,34.841,openaq_11341,unknown,urban,urban,urban,urban
34.47916666666667,133.58305555555555,jp33444010,unknown,suburban,suburban,suburban,suburban
38.507069,-122.471595,openaq_5916,unknown,suburban,rural,suburban,suburban
29.3578,113.1094,1847A,unknown,urban,urban,urban,urban
55.6496763,37.5466771,openaq_5153,unknown,urban,urban,urban,urban
49.107878,9.733231,openaq_3065,unknown,suburban,urban,suburban,suburban
41.49,13.83056,openaq_8027,unknown,urban,urban,urban,urban
35.71388888888889,139.95916666666665,jp12204110,unknown,urban,urban,urban,urban
37.8875,112.5667,openaq_43447,unknown,urban,urban,urban,urban
46.7975,130.3258,2257A,unknown,urban,urban,urban,urban
45.5418,-122.5795,openaq_233585,unknown,urban,urban,suburban,urban
23.048333,120.218333,openaq_3858,unknown,urban,urban,urban,urban
43.4175,-79.69917,061601,unknown,suburban,suburban,urban,urban
-37.503604018657,-72.6596661022,openaq_7675,unknown,urban,urban,suburban,urban
54.29489,-109.20947,082101,unknown,rural,rural,rural,rural
51.539324,-0.070078971,openaq_287453,unknown,urban,urban,urban,urban
27.2272,111.4328,2466A,unknown,urban,urban,urban,urban
18.5011743,73.8165527,openaq_5661,unknown,urban,urban,urban,urban
34.54722222222222,133.3727777777778,jp34501010,unknown,urban,urban,urban,urban
35.906666666666666,139.49277777777775,jp11201510,unknown,urban,urban,urban,urban
13.696681,100.563631,openaq_225680,unknown,urban,urban,urban,urban
35.4897,112.8676,openaq_10437,unknown,urban,urban,urban,urban
31.7961,-106.5839,openaq_2191,unknown,suburban,suburban,suburban,suburban
-41.6432,147.981,openaq_5474,unknown,rural,rural,rural,rural
38.673881,-120.943465,openaq_7442,unknown,rural,suburban,rural,rural
33.861666666666665,130.7602777777778,jp40109010,unknown,urban,urban,urban,urban
13.7328791,100.5600172,openaq_368399,unknown,urban,urban,urban,urban
-35.435141887663,-71.678261499336,openaq_1266,unknown,urban,urban,urban,urban
48.1841441661333,16.4065972222222,AT9RINN,unknown,urban,urban,urban,urban
30.2756,118.1371,2297A,unknown,suburban,suburban,suburban,suburban
37.568511,-118.739526,openaq_2639,unknown,rural,rural,rural,rural
35.346944444444446,132.7511111111111,jp32203040,unknown,urban,urban,urban,urban
38.8639,115.5086,openaq_7287,unknown,urban,urban,urban,urban
34.525277777777774,133.73944444444444,jp33202300,unknown,urban,urban,urban,urban
35.792590000000004,-78.631682,37-183-0008,unknown,suburban,suburban,suburban,suburban
28.4628,117.9519,openaq_9949,unknown,urban,urban,urban,urban
42.16,-82.83333,065601,unknown,rural,rural,rural,rural
42.8547222194646,-2.68055555,openaq_8675,unknown,urban,urban,urban,urban
36.608323,-118.054039,openaq_7870,unknown,rural,rural,rural,rural
35.5593,116.8249,openaq_43521,unknown,urban,urban,urban,urban
14.476214,100.086095,openaq_225644,unknown,urban,urban,urban,urban
35.27,138.6275,jp22207080,unknown,suburban,suburban,suburban,suburban
49.287,-123.008,openaq_311472,unknown,suburban,suburban,suburban,suburban
32.3153,118.3093,2298A,unknown,urban,urban,urban,urban
35.05045,-118.14778,openaq_7811,unknown,rural,rural,rural,rural
31.89912,34.81562,openaq_11527,unknown,urban,urban,urban,urban
35.500277777777775,139.68472222222223,jp14101010,unknown,urban,urban,urban,urban
35.00361111111111,135.76944444444445,jp26106510,unknown,urban,urban,urban,urban
45.67417,-73.43833,052602,unknown,suburban,suburban,suburban,suburban
40.052241,-88.372549,openaq_1412,unknown,rural,rural,rural,rural
28.5918245,77.2273074,openaq_5634,unknown,urban,urban,urban,urban
50.0930799994718,3.850003,openaq_5706,unknown,rural,rural,rural,rural
30.649961,76.331442,openaq_5625,unknown,suburban,suburban,suburban,suburban
31.9052,117.1604,openaq_43360,unknown,suburban,suburban,suburban,suburban
22.431,75.5213,openaq_10896,unknown,rural,rural,rural,rural
38.506984,-122.471509,openaq_5986,unknown,suburban,rural,suburban,suburban
55.7083636,37.5776631,openaq_5144,unknown,urban,urban,urban,urban
1.35735,103.82,openaq_367925,unknown,urban,urban,urban,urban
50.4651921568256,3.93971432552384,BETN070,unknown,suburban,suburban,suburban,suburban
32.781666666666666,130.69,jp43201100,unknown,urban,urban,urban,urban
32.6537,109.0318,openaq_43370,unknown,suburban,suburban,suburban,suburban
48.303047269863,14.2830333544436,openaq_2841,unknown,urban,urban,urban,urban
35.85916666666667,139.4488888888889,jp11215010,unknown,urban,urban,urban,urban
36.485001,-121.155602,openaq_1041,unknown,rural,rural,rural,rural
37.39083333333333,140.37916666666666,jp07203140,unknown,urban,urban,urban,urban
37.5144181327641,33.959657588251,openaq_368983,unknown,rural,rural,rural,rural
41.67,13.674444,openaq_7565,unknown,rural,rural,rural,rural
46.6519499994641,15.36778,AT60190,unknown,rural,rural,rural,rural
34.51166666666666,133.75916666666666,jp33202060,unknown,urban,urban,urban,urban
37.695801,-94.037498,openaq_243,unknown,rural,rural,rural,rural
26.5008,101.7369,openaq_9892,unknown,urban,urban,urban,urban
42.315778,-83.043667,060204,unknown,urban,urban,urban,urban
30.7525,120.7846,openaq_10022,unknown,urban,urban,urban,urban
35.03861111111111,135.7802777777778,jp26103010,unknown,urban,urban,urban,urban
45.755,126.5422,openaq_10206,unknown,urban,suburban,urban,urban
47.4325180089082,9.64943328742666,openaq_2819,unknown,suburban,urban,urban,urban
6.2525611,-75.5695801,openaq_10797,unknown,urban,urban,urban,urban
40.60861111111111,140.4763888888889,jp02202060,unknown,urban,urban,urban,urban
48.2491795354013,16.357782334646,openaq_2751,unknown,urban,urban,urban,urban
38.84666666666667,139.90305555555557,jp06422010,unknown,urban,urban,suburban,urban
51.2958,-116.9717,openaq_573,unknown,suburban,suburban,suburban,suburban
52.1249,-113.4921,093501,unknown,rural,rural,rural,rural
30.8596,120.1844,2907A,unknown,urban,urban,urban,urban
35.474722222222226,133.01305555555555,jp32201060,unknown,suburban,urban,suburban,suburban
38.812069,-76.744186,openaq_2252,unknown,rural,rural,rural,rural
51.00943,-114.02542,090218,unknown,urban,urban,urban,urban
36.609256,-118.052044,openaq_7824,unknown,rural,rural,rural,rural
49.261672,-123.163472,100118,unknown,urban,urban,urban,urban
45.497859,-73.573035,050105,unknown,urban,urban,suburban,urban
35.989444444444445,139.6536111111111,jp11238010,unknown,urban,urban,suburban,urban
49.238008,-121.762264,100143,unknown,suburban,suburban,rural,suburban
33.591,116.9708,openaq_43580,unknown,suburban,suburban,suburban,suburban
57.18941,-111.6405,090801,unknown,rural,rural,rural,rural
52.832459,-119.269821,106101,unknown,rural,rural,rural,rural
51.304817,17.071367,openaq_41727,unknown,urban,suburban,urban,urban
52.4302,-113.1045,093701,unknown,rural,rural,rural,rural
28.639645,77.146263,openaq_6356,unknown,urban,urban,urban,urban
37.49444444444445,139.92388888888888,jp07202070,unknown,urban,urban,urban,urban
29.6322,-98.565002,openaq_1741,unknown,rural,rural,rural,rural
47.3583297238687,13.6333717409683,openaq_2792,unknown,rural,rural,rural,rural
28.646835,77.316032,openaq_10487,unknown,urban,urban,urban,urban
31.3508,118.3528,1794A,unknown,urban,urban,urban,urban
30.62673,-81.53597,openaq_1322,unknown,rural,rural,rural,rural
30.1808,120.0883,openaq_9874,unknown,suburban,urban,urban,urban
-41.4795069236,-72.968755930145,openaq_294,unknown,urban,urban,urban,urban
25.5261,103.7444,openaq_43519,unknown,suburban,suburban,urban,urban
6.3375502,-75.5678024,openaq_10639,unknown,urban,urban,urban,urban
35.45111111111111,139.58583333333334,jp14106010,unknown,urban,urban,urban,urban
36.911667,-87.323608,openaq_367406,unknown,rural,rural,rural,rural
48.0805555555556,114.537583333333,openaq_7226,unknown,suburban,urban,suburban,suburban
45.464611,-73.582583,050138,unknown,urban,urban,urban,urban
30.5366,105.5861,openaq_7375,unknown,urban,urban,urban,urban
23.0166,112.4575,openaq_43660,unknown,urban,urban,urban,urban
20.425277777778,-101.19805555556,openaq_10872,unknown,suburban,suburban,rural,rural
35.231459,-77.568792,openaq_8359,unknown,suburban,rural,suburban,suburban
26.5311,107.8908,2881A,unknown,urban,urban,urban,urban
32.25,-110.9667,openaq_1210,unknown,urban,urban,urban,urban
22.28,114.185,openaq_7732,unknown,urban,urban,urban,urban
34.73777777777778,135.82638888888889,jp26362020,unknown,urban,urban,urban,urban
52.438115,13.38772,openaq_4764,unknown,urban,urban,urban,urban
47.1542,-67.8347,openaq_751,unknown,rural,rural,rural,rural
42.72138888888889,141.88472222222222,jp01581010,unknown,rural,rural,rural,rural
38.3004,116.8136,openaq_43546,unknown,urban,suburban,urban,urban
36.8097,-107.6517,openaq_1076,unknown,rural,rural,rural,rural
44.4405559994632,26.151122,openaq_9358,unknown,urban,urban,urban,urban
35.0888,118.3956,openaq_9056,unknown,urban,suburban,suburban,suburban
43.1738888794642,-8.18833333,openaq_221964,unknown,rural,rural,rural,rural
-34.79128,138.4978642,openaq_10476,unknown,suburban,suburban,suburban,suburban
45.41864,-72.73067,openaq_357581,unknown,suburban,suburban,suburban,suburban
43.97,-74.22,openaq_454,unknown,rural,rural,rural,rural
19.529,-99.2045,openaq_1659,unknown,urban,urban,urban,urban
37.977222,-87.59639,openaq_2065,unknown,suburban,suburban,urban,suburban
35.68194444444444,139.8775,jp13123020,unknown,urban,urban,urban,urban
34.98861111111111,135.81222222222223,jp26110010,unknown,urban,urban,urban,urban
47.3469490085103,11.691663254344,openaq_2781,unknown,suburban,suburban,suburban,suburban
34.776666666666664,135.5613888888889,jp27224510,unknown,urban,urban,urban,urban
23.5544,113.2902,openaq_43604,unknown,urban,urban,urban,urban
28.6341,77.2005,openaq_236,unknown,urban,urban,urban,urban
34.3017,107.0708,1931A,unknown,rural,rural,suburban,suburban
-6.236704,106.793244,openaq_8320,unknown,urban,urban,urban,urban
39.6506,118.1705,openaq_9988,unknown,urban,urban,urban,urban
44.42556,8.82611,openaq_221609,unknown,urban,urban,urban,urban
46.0419,-72.66,openaq_482,unknown,rural,rural,rural,rural
48.3022229994669,16.320833,openaq_4553,unknown,suburban,suburban,suburban,suburban
36.2080257677402,36.1525607298018,openaq_6265,unknown,urban,urban,urban,urban
46.51667,-84.38333,060708,unknown,suburban,suburban,suburban,suburban
-32.935167,-71.52577,openaq_699,unknown,urban,suburban,urban,urban
-22.450496,-68.908442,openaq_11574,unknown,suburban,suburban,suburban,suburban
51.389286904505,-0.141661524779893,openaq_225832,unknown,urban,urban,urban,urban
29.6994,116.0254,openaq_7339,unknown,urban,urban,urban,urban
38.729317,-120.829761,openaq_354537,unknown,suburban,suburban,suburban,suburban
34.2969,108.6594,3165A,unknown,suburban,suburban,suburban,suburban
45.56,-73.681389,050112,unknown,urban,urban,urban,urban
-28.466498454912,-71.230636239723,openaq_7487,unknown,rural,rural,rural,rural
39.210883,-87.668416,openaq_1407,unknown,rural,rural,rural,rural
32.205,-110.8772,openaq_1077,unknown,suburban,suburban,suburban,suburban
34.254444444444445,132.5775,jp34202010,unknown,urban,urban,urban,urban
39.76361111111111,140.08138888888888,jp05201010,unknown,urban,urban,urban,urban
35.596111111111114,139.70999999999998,jp13111520,unknown,urban,urban,urban,urban
45.685138,-121.527478,openaq_8584,unknown,suburban,suburban,suburban,suburban
45.245065,19.84119,openaq_11590,unknown,urban,urban,urban,urban
39.3197,112.4258,openaq_9979,unknown,urban,urban,urban,urban
41.208083,-95.947439,openaq_1078,unknown,urban,urban,urban,urban
35.70027777777778,139.68277777777777,jp13114510,unknown,urban,urban,urban,urban
36.0508,-80.143898,openaq_1598,unknown,rural,suburban,rural,rural
47.4699980554154,10.6822263695789,openaq_2821,unknown,suburban,suburban,suburban,suburban
49.70516,-123.15133,101603,unknown,suburban,suburban,suburban,suburban
32.74722222222222,130.21194444444444,jp42213010,unknown,suburban,suburban,rural,suburban
37.782,112.4701,openaq_6548,unknown,suburban,suburban,suburban,suburban
34.29,117.1814,3005A,unknown,urban,urban,urban,urban
51.456962,-0.191074,openaq_225808,unknown,urban,urban,urban,urban
22.174222222222,-100.99308333333,openaq_10853,unknown,urban,urban,urban,urban
40.868,-73.8782,openaq_666,unknown,urban,urban,urban,urban
46.04472,-73.11389,051802,unknown,urban,urban,suburban,suburban
43.12305555555555,141.24527777777777,jp01107030,unknown,urban,urban,urban,urban
36.39611111111111,140.53416666666666,jp08213010,unknown,urban,urban,urban,urban
32.08386,34.78191,openaq_11353,unknown,urban,urban,urban,urban
13.896035,100.660628,openaq_225590,unknown,urban,urban,urban,urban
35.939722222222215,140.5675,jp08423040,unknown,suburban,suburban,suburban,suburban
-26.329515,28.14299,openaq_225446,unknown,urban,urban,urban,urban
33.60722222222223,130.42805555555557,jp40132010,unknown,urban,urban,urban,urban
31.2774,120.5031,openaq_43522,unknown,urban,urban,urban,urban
46.7245,-117.1801,openaq_2271,unknown,suburban,suburban,suburban,suburban
47.4101639994652,9.653713,AT80706,unknown,suburban,suburban,suburban,suburban
38.9375,116.9638,openaq_43446,unknown,suburban,suburban,suburban,suburban
43.5094524142014,4.98277521795416,openaq_4149,unknown,urban,urban,urban,urban
